fact_id,date_key,mode_id,ridership_value,recovery_pct
5609,20220511,2,948266,99
5610,20220511,3,1514922,67
5611,20220511,4,178061,56
5612,20220511,5,156792,55
5613,20220511,6,7159,41
5614,20220511,7,3440378,60
5615,20220512,1,25158,86
5616,20220512,2,981139,102
5617,20220512,3,1495220,66
5618,20220512,4,169543,53
5619,20220512,5,149204,52
5620,20220512,6,6866,39
5621,20220512,7,3430104,60
5622,20220513,1,23539,80
5623,20220513,2,998394,104
5624,20220513,3,1410923,62
5625,20220513,4,164843,52
5626,20220513,5,140065,49
5627,20220513,6,6050,35
5628,20220513,7,3252002,57
5629,20220514,1,13580,78
5630,20220514,2,918398,96
5631,20220514,3,840921,60
5632,20220514,4,89636,76
5633,20220514,5,86652,58
5634,20220514,6,69,1
5635,20220514,7,2149046,67
5636,20220515,1,13379,79
5637,20220515,2,908702,107
5638,20220515,3,692876,72
5639,20220515,4,76052,78
5640,20220515,5,69705,67
5641,20220515,6,5,0
5642,20220515,7,1760359,74
5643,20220516,1,22187,75
5644,20220516,2,898690,93
5645,20220516,3,1396300,61
5646,20220516,4,163431,51
5647,20220516,5,140702,49
5648,20220516,6,5996,34
5649,20220516,7,3080043,54
5650,20220517,1,24353,83
5651,20220517,2,951399,99
5652,20220517,3,1519740,67
5653,20220517,4,182683,57
5654,20220517,5,162082,57
5655,20220517,6,7259,42
5656,20220517,7,3536021,62
5657,20220518,1,25365,86
5658,20220518,2,982156,102
5659,20220518,3,1511142,66
5660,20220518,4,182181,57
5661,20220518,5,161135,56
5662,20220518,6,6816,39
5663,20220518,7,3605606,63
5664,20220519,1,24271,83
5665,20220519,2,983011,102
5666,20220519,3,1426027,63
5667,20220519,4,172517,54
5668,20220519,5,149985,52
5669,20220519,6,6790,39
5670,20220519,7,3467327,61
5671,20220520,1,23767,81
5672,20220520,2,1011794,105
5673,20220520,3,1396732,61
5674,20220520,4,175666,55
5675,20220520,5,146403,51
5676,20220520,6,6040,35
5677,20220520,7,3271914,57
5678,20220521,1,14985,87
5679,20220521,2,983575,103
5680,20220521,3,883795,63
5681,20220521,4,94322,80
5682,20220521,5,92552,61
5683,20220521,6,2530,52
5684,20220521,7,2324245,72
5685,20220522,1,13279,78
5686,20220522,2,920057,108
5687,20220522,3,683500,71
5688,20220522,4,78635,81
5689,20220522,5,72063,69
5690,20220522,6,1863,53
5691,20220522,7,1760638,74
5692,20220523,1,22696,77
5693,20220523,2,943933,98
5694,20220523,3,1431781,63
5695,20220523,4,170546,53
5696,20220523,5,151349,53
5697,20220523,6,6356,37
5698,20220523,7,3111755,54
5699,20220524,1,24560,84
5700,20220524,2,942307,98
5701,20220524,3,1488152,65
5702,20220524,4,182570,57
5703,20220524,5,163943,57
5704,20220524,6,7023,40
5705,20220524,7,3378506,59
5706,20220525,1,25418,86
5707,20220525,2,959442,100
5708,20220525,3,1493506,66
5709,20220525,4,178124,56
5710,20220525,5,158814,55
5711,20220525,6,6862,39
5712,20220525,7,3426530,60
5713,20220526,1,24866,85
5714,20220526,2,1001574,104
5715,20220526,3,1464696,64
5716,20220526,4,176469,55
5717,20220526,5,148011,52
5718,20220526,6,6549,38
5719,20220526,7,3341059,58
5720,20220527,1,22894,78
5721,20220527,2,975898,101
5722,20220527,3,1353398,60
5723,20220527,4,167840,53
5724,20220527,5,135294,47
5725,20220527,6,5737,33
5726,20220527,7,3031130,53
5727,20220528,1,12805,74
5728,20220528,2,833464,87
5729,20220528,3,788135,56
5730,20220528,4,91250,77
5731,20220528,5,77192,51
5732,20220528,6,2191,45
5733,20220528,7,1872775,58
5734,20220529,1,14490,85
5735,20220529,2,891666,105
5736,20220529,3,701173,73
5737,20220529,4,84784,87
5738,20220529,5,76982,74
5739,20220529,6,2276,65
5740,20220529,7,1755236,73
5741,20220530,1,10771,63
5742,20220530,2,839398,98
5743,20220530,3,755616,78
5744,20220530,4,80533,83
5745,20220530,5,68206,66
5746,20220530,6,2251,64
5747,20220530,7,1694970,71
5748,20220531,1,23778,81
5749,20220531,2,968335,101
5750,20220531,3,1426470,63
5751,20220531,4,184088,58
5752,20220531,5,163018,57
5753,20220531,6,6634,38
5754,20220531,7,3176109,56
5755,20220601,1,25586,87
5756,20220601,2,943747,96
5757,20220601,3,1465383,68
5758,20220601,4,178742,54
5759,20220601,5,159050,54
5760,20220601,6,7084,44
5761,20220601,7,3381297,60
5762,20220602,1,24764,85
5763,20220602,2,959324,98
5764,20220602,3,1433303,67
5765,20220602,4,170537,51
5766,20220602,5,151492,51
5767,20220602,6,6783,42
5768,20220602,7,3351902,60
5769,20220603,1,24838,85
5770,20220603,2,1002106,102
5771,20220603,3,1431042,67
5772,20220603,4,174500,52
5773,20220603,5,153744,52
5774,20220603,6,6178,38
5775,20220603,7,3283271,59
5776,20220604,1,14409,83
5777,20220604,2,957009,97
5778,20220604,3,904623,65
5779,20220604,4,93431,76
5780,20220604,5,92199,58
5781,20220604,6,1844,36
5782,20220604,7,2178024,68
5783,20220605,1,13955,77
5784,20220605,2,865693,94
5785,20220605,3,691644,64
5786,20220605,4,75675,77
5787,20220605,5,74005,68
5788,20220605,6,1361,35
5789,20220605,7,1724983,66
5790,20220606,1,22794,78
5791,20220606,2,892799,91
5792,20220606,3,1411725,66
5793,20220606,4,167062,50
5794,20220606,5,148152,50
5795,20220606,6,6552,40
5796,20220606,7,3092181,55
5797,20220607,1,25256,86
5798,20220607,2,940766,96
5799,20220607,3,1440940,67
5800,20220607,4,185736,56
5801,20220607,5,163756,55
5802,20220607,6,7169,44
5803,20220607,7,3392224,60
5804,20220608,1,26058,89
5805,20220608,2,958676,97
5806,20220608,3,1496144,70
5807,20220608,4,181126,54
5808,20220608,5,162417,55
5809,20220608,6,7114,44
5810,20220608,7,3492805,62
5811,20220609,1,25135,86
5812,20220609,2,975009,99
5813,20220609,3,1333103,62
5814,20220609,4,179521,54
5815,20220609,5,157460,53
5816,20220609,6,6430,40
5817,20220609,7,3297157,59
5818,20220610,1,25437,87
5819,20220610,2,1028117,105
5820,20220610,3,1435660,67
5821,20220610,4,187819,56
5822,20220610,5,159223,54
5823,20220610,6,6304,39
5824,20220610,7,3376125,60
5825,20220611,1,14776,85
5826,20220611,2,961805,98
5827,20220611,3,870550,62
5828,20220611,4,117891,96
5829,20220611,5,95108,60
5830,20220611,6,1835,36
5831,20220611,7,2231451,69
5832,20220612,1,13440,74
5833,20220612,2,883990,96
5834,20220612,3,626471,58
5835,20220612,4,80792,82
5836,20220612,5,74580,68
5837,20220612,6,1209,31
5838,20220612,7,1674607,64
5839,20220613,1,23697,81
5840,20220613,2,943626,96
5841,20220613,3,1440429,67
5842,20220613,4,174264,52
5843,20220613,5,150375,51
5844,20220613,6,6608,41
5845,20220613,7,3168681,56
5846,20220614,1,25372,87
5847,20220614,2,954427,97
5848,20220614,3,1493761,69
5849,20220614,4,191198,57
5850,20220614,5,174340,59
5851,20220614,6,7276,45
5852,20220614,7,3494822,62
5853,20220615,1,26904,92
5854,20220615,2,965644,98
5855,20220615,3,1478668,69
5856,20220615,4,192593,58
5857,20220615,5,169462,57
5858,20220615,6,7153,44
5859,20220615,7,3526802,63
5860,20220616,1,25856,88
5861,20220616,2,993952,101
5862,20220616,3,1397317,65
5863,20220616,4,190212,57
5864,20220616,5,162513,55
5865,20220616,6,6720,41
5866,20220616,7,3409624,61
5867,20220617,1,24338,83
5868,20220617,2,1036376,105
5869,20220617,3,1397243,65
5870,20220617,4,187179,56
5871,20220617,5,148590,50
5872,20220617,6,6036,37
5873,20220617,7,3247379,58
5874,20220618,1,15136,87
5875,20220618,2,987511,100
5876,20220618,3,884050,63
5877,20220618,4,106091,86
5878,20220618,5,94130,59
5879,20220618,6,2613,52
5880,20220618,7,2186635,68
5881,20220619,1,15622,86
5882,20220619,2,946443,102
5883,20220619,3,693231,64
5884,20220619,4,90581,92
5885,20220619,5,80654,74
5886,20220619,6,1903,49
5887,20220619,7,1725762,66
5888,20220620,1,15440,85
5889,20220620,2,942148,102
5890,20220620,3,1077190,99
5891,20220620,4,167670,170
5892,20220620,5,138080,127
5893,20220620,6,4009,103
5894,20220620,7,2460659,94
5895,20220621,1,25299,86
5896,20220621,2,951906,97
5897,20220621,3,1408052,66
5898,20220621,4,190339,57
5899,20220621,5,172400,58
5900,20220621,6,7183,44
5901,20220621,7,3339793,60
5902,20220622,1,25774,88
5903,20220622,2,937068,95
5904,20220622,3,1361456,63
5905,20220622,4,178850,54
5906,20220622,5,164196,56
5907,20220622,6,6910,43
5908,20220622,7,3357113,60
5909,20220623,1,25286,86
5910,20220623,2,1004103,102
5911,20220623,3,1382605,64
5912,20220623,4,188546,57
5913,20220623,5,169144,57
5914,20220623,6,6716,41
5915,20220623,7,3407485,61
5916,20220624,1,24414,83
5917,20220624,2,1035312,105
5918,20220624,3,1331442,62
5919,20220624,4,187818,56
5920,20220624,5,161647,55
5921,20220624,6,6066,37
5922,20220624,7,3296412,59
5923,20220625,1,15274,88
5924,20220625,2,994834,101
5925,20220625,3,888953,63
5926,20220625,4,106000,86
5927,20220625,5,102466,65
5928,20220625,6,50,1
5929,20220625,7,2286963,71
5930,20220626,1,14574,81
5931,20220626,2,962670,104
5932,20220626,3,696910,64
5933,20220626,4,102452,104
5934,20220626,5,99103,91
5935,20220626,6,618,16
5936,20220626,7,2011977,77
5937,20220627,1,22331,76
5938,20220627,2,928436,94
5939,20220627,3,1279403,60
5940,20220627,4,171627,52
5941,20220627,5,149284,50
5942,20220627,6,6260,39
5943,20220627,7,2932598,52
5944,20220628,1,24179,83
5945,20220628,2,960666,98
5946,20220628,3,1328144,62
5947,20220628,4,199956,60
5948,20220628,5,174878,59
5949,20220628,6,6903,43
5950,20220628,7,3248338,58
5951,20220629,1,25392,87
5952,20220629,2,977984,99
5953,20220629,3,1325530,62
5954,20220629,4,191855,58
5955,20220629,5,169146,57
5956,20220629,6,6792,42
5957,20220629,7,3249261,58
5958,20220630,1,24651,84
5959,20220630,2,1011864,103
5960,20220630,3,1300241,60
5961,20220630,4,191868,58
5962,20220630,5,158265,54
5963,20220630,6,6407,40
5964,20220630,7,3151572,56
5965,20220701,1,23983,85
5966,20220701,2,998259,104
5967,20220701,3,1221837,59
5968,20220701,4,151245,48
5969,20220701,5,117791,42
5970,20220701,6,5291,38
5971,20220701,7,2827549,54
5972,20220702,1,12878,81
5973,20220702,2,823425,89
5974,20220702,3,827668,61
5975,20220702,4,84481,66
5976,20220702,5,75179,49
5977,20220702,6,2042,40
5978,20220702,7,1847093,65
5979,20220703,1,14822,90
5980,20220703,2,845877,96
5981,20220703,3,703282,64
5982,20220703,4,86602,83
5983,20220703,5,73949,70
5984,20220703,6,1909,53
5985,20220703,7,1654774,71
5986,20220704,1,10976,66
5987,20220704,2,772949,87
5988,20220704,3,689986,63
5989,20220704,4,85709,82
5990,20220704,5,72464,68
5991,20220704,6,2148,60
5992,20220704,7,1608084,69
5993,20220705,1,22800,80
5994,20220705,2,925869,96
5995,20220705,3,1246208,60
5996,20220705,4,169990,54
5997,20220705,5,150170,53
5998,20220705,6,5935,43
5999,20220705,7,2802814,53
6000,20220706,1,25372,89
6001,20220706,2,917894,95
6002,20220706,3,1330990,64
6003,20220706,4,173648,55
6004,20220706,5,153543,54
6005,20220706,6,6448,47
6006,20220706,7,3066462,58
6007,20220707,1,25119,89
6008,20220707,2,946553,98
6009,20220707,3,1333373,64
6010,20220707,4,173393,55
6011,20220707,5,151105,53
6012,20220707,6,6463,47
6013,20220707,7,3115604,59
6014,20220708,1,24108,85
6015,20220708,2,949529,99
6016,20220708,3,1249434,60
6017,20220708,4,163715,52
6018,20220708,5,134620,48
6019,20220708,6,5625,41
6020,20220708,7,2902322,55
6021,20220709,1,14546,92
6022,20220709,2,917802,99
6023,20220709,3,885289,66
6024,20220709,4,92765,73
6025,20220709,5,89757,58
6026,20220709,6,2563,50
6027,20220709,7,2061419,73
6028,20220710,1,14147,86
6029,20220710,2,921110,104
6030,20220710,3,707984,65
6031,20220710,4,82276,79
6032,20220710,5,71195,67
6033,20220710,6,2016,56
6034,20220710,7,1681041,72
6035,20220711,1,23255,82
6036,20220711,2,913992,95
6037,20220711,3,1312895,63
6038,20220711,4,167475,53
6039,20220711,5,148113,52
6040,20220711,6,6163,45
6041,20220711,7,2876587,54
6042,20220712,1,24697,87
6043,20220712,2,913137,95
6044,20220712,3,1350346,65
6045,20220712,4,180172,57
6046,20220712,5,164494,58
6047,20220712,6,6780,49
6048,20220712,7,3148320,60
6049,20220713,1,25800,91
6050,20220713,2,944299,98
6051,20220713,3,1365172,66
6052,20220713,4,178413,56
6053,20220713,5,166187,59
6054,20220713,6,6536,47
6055,20220713,7,3229387,61
6056,20220714,1,25312,89
6057,20220714,2,977841,102
6058,20220714,3,1355975,65
6059,20220714,4,174794,55
6060,20220714,5,159599,56
6061,20220714,6,6413,47
6062,20220714,7,3203104,61
6063,20220715,1,24177,85
6064,20220715,2,994183,103
6065,20220715,3,1291217,62
6066,20220715,4,171615,54
6067,20220715,5,148858,53
6068,20220715,6,5527,40
6069,20220715,7,3021651,57
6070,20220716,1,15226,96
6071,20220716,2,939649,102
6072,20220716,3,859537,64
6073,20220716,4,101758,80
6074,20220716,5,98156,64
6075,20220716,6,64,1
6076,20220716,7,2093206,74
6077,20220717,1,13868,84
6078,20220717,2,900361,102
6079,20220717,3,701796,64
6080,20220717,4,82028,78
6081,20220717,5,80166,76
6082,20220717,6,7,0
6083,20220717,7,1674922,72
6084,20220718,1,22670,80
6085,20220718,2,877737,91
6086,20220718,3,1209240,58
6087,20220718,4,162178,51
6088,20220718,5,132779,47
6089,20220718,6,5543,40
6090,20220718,7,2720012,52
6091,20220719,1,24933,88
6092,20220719,2,932398,97
6093,20220719,3,1372407,66
6094,20220719,4,180693,57
6095,20220719,5,160294,57
6096,20220719,6,6593,48
6097,20220719,7,3169016,60
6098,20220720,1,25590,90
6099,20220720,2,945289,98
6100,20220720,3,1357383,66
6101,20220720,4,180707,57
6102,20220720,5,156988,55
6103,20220720,6,6167,45
6104,20220720,7,3190942,60
6105,20220721,1,24308,86
6106,20220721,2,954280,99
6107,20220721,3,1302978,63
6108,20220721,4,173070,55
6109,20220721,5,150414,53
6110,20220721,6,6166,45
6111,20220721,7,3109097,59
6112,20220722,1,23926,84
6113,20220722,2,993037,103
6114,20220722,3,1267907,61
6115,20220722,4,174861,55
6116,20220722,5,138068,49
6117,20220722,6,5322,39
6118,20220722,7,2942752,56
6119,20220723,1,14503,91
6120,20220723,2,945847,102
6121,20220723,3,862976,64
6122,20220723,4,99341,78
6123,20220723,5,86245,56
6124,20220723,6,32,1
6125,20220723,7,2028696,72
6126,20220724,1,12751,77
6127,20220724,2,908767,103
6128,20220724,3,674189,61
6129,20220724,4,82656,79
6130,20220724,5,68265,64
6131,20220724,6,6,0
6132,20220724,7,1596195,68
6133,20220725,1,22355,79
6134,20220725,2,893016,93
6135,20220725,3,1220826,59
6136,20220725,4,163454,52
6137,20220725,5,140432,50
6138,20220725,6,5692,41
6139,20220725,7,2727722,52
6140,20220726,1,24990,88
6141,20220726,2,942025,98
6142,20220726,3,1360570,66
6143,20220726,4,186182,59
6144,20220726,5,162994,58
6145,20220726,6,6479,47
6146,20220726,7,3175001,60
6147,20220727,1,25759,91
6148,20220727,2,957557,100
6149,20220727,3,1369023,66
6150,20220727,4,185332,59
6151,20220727,5,161241,57
6152,20220727,6,6667,48
6153,20220727,7,3232796,61
6154,20220728,1,24413,86
6155,20220728,2,974290,101
6156,20220728,3,1332113,64
6157,20220728,4,173264,55
6158,20220728,5,156936,55
6159,20220728,6,6421,47
6160,20220728,7,3151913,60
6161,20220729,1,23697,84
6162,20220729,2,979719,102
6163,20220729,3,1260714,61
6164,20220729,4,166723,53
6165,20220729,5,147568,52
6166,20220729,6,5532,40
6167,20220729,7,2932846,56
6168,20220730,1,15068,95
6169,20220730,2,954809,103
6170,20220730,3,893846,66
6171,20220730,4,89426,70
6172,20220730,5,96840,63
6173,20220730,6,56,1
6174,20220730,7,2074421,73
6175,20220731,1,14046,85
6176,20220731,2,929822,105
6177,20220731,3,693700,63
6178,20220731,4,77991,74
6179,20220731,5,78953,74
6180,20220731,6,3,0
6181,20220731,7,1649097,71
6182,20220801,1,22892,82
6183,20220801,2,904119,93
6184,20220801,3,1240007,61
6185,20220801,4,151752,49
6186,20220801,5,138431,51
6187,20220801,6,5673,42
6188,20220801,7,2739262,53
6189,20220802,1,24865,89
6190,20220802,2,919127,95
6191,20220802,3,1346324,67
6192,20220802,4,173023,55
6193,20220802,5,158236,58
6194,20220802,6,6452,48
6195,20220802,7,3070101,60
6196,20220803,1,26785,96
6197,20220803,2,947338,97
6198,20220803,3,1367848,68
6199,20220803,4,173751,56
6200,20220803,5,158305,58
6201,20220803,6,6170,46
6202,20220803,7,3124038,61
6203,20220804,1,25326,91
6204,20220804,2,976459,100
6205,20220804,3,1323229,66
6206,20220804,4,174491,56
6207,20220804,5,147770,54
6208,20220804,6,5409,40
6209,20220804,7,3049076,59
6210,20220805,1,23824,85
6211,20220805,2,976443,100
6212,20220805,3,1260961,62
6213,20220805,4,161323,52
6214,20220805,5,129376,47
6215,20220805,6,4754,36
6216,20220805,7,2822155,55
6217,20220806,1,14893,90
6218,20220806,2,944842,99
6219,20220806,3,865676,63
6220,20220806,4,95704,72
6221,20220806,5,84495,56
6222,20220806,6,33,1
6223,20220806,7,1999580,68
6224,20220807,1,14367,80
6225,20220807,2,882525,96
6226,20220807,3,670866,61
6227,20220807,4,78449,75
6228,20220807,5,66242,64
6229,20220807,6,153,4
6230,20220807,7,1542311,65
6231,20220808,1,22965,82
6232,20220808,2,926426,95
6233,20220808,3,1276524,63
6234,20220808,4,165363,53
6235,20220808,5,137457,50
6236,20220808,6,5496,41
6237,20220808,7,2705428,53
6238,20220809,1,25056,90
6239,20220809,2,922400,95
6240,20220809,3,1308034,65
6241,20220809,4,173284,55
6242,20220809,5,151624,56
6243,20220809,6,5935,44
6244,20220809,7,3013784,59
6245,20220810,1,26098,93
6246,20220810,2,948711,98
6247,20220810,3,1347916,67
6248,20220810,4,178656,57
6249,20220810,5,147931,54
6250,20220810,6,6117,46
6251,20220810,7,3134434,61
6252,20220811,1,25553,91
6253,20220811,2,966856,99
6254,20220811,3,1315101,65
6255,20220811,4,171390,55
6256,20220811,5,146019,54
6257,20220811,6,5842,44
6258,20220811,7,3093548,60
6259,20220812,1,24849,89
6260,20220812,2,996504,103
6261,20220812,3,1273620,63
6262,20220812,4,175220,56
6263,20220812,5,137578,50
6264,20220812,6,5422,41
6265,20220812,7,2963913,58
6266,20220813,1,15889,96
6267,20220813,2,953867,100
6268,20220813,3,878499,64
6269,20220813,4,103227,77
6270,20220813,5,89569,59
6271,20220813,6,1632,35
6272,20220813,7,2089217,71
6273,20220814,1,14492,81
6274,20220814,2,931953,101
6275,20220814,3,692644,63
6276,20220814,4,88242,85
6277,20220814,5,72900,70
6278,20220814,6,1339,37
6279,20220814,7,1677803,70
6280,20220815,1,23199,83
6281,20220815,2,921408,95
6282,20220815,3,1234308,61
6283,20220815,4,161519,52
6284,20220815,5,144170,53
6285,20220815,6,5395,40
6286,20220815,7,2768347,54
6287,20220816,1,24994,89
6288,20220816,2,919835,95
6289,20220816,3,1288800,64
6290,20220816,4,173651,56
6291,20220816,5,157888,58
6292,20220816,6,6228,47
6293,20220816,7,3045892,59
6294,20220817,1,25904,93
6295,20220817,2,935484,96
6296,20220817,3,1284966,64
6297,20220817,4,172248,55
6298,20220817,5,155815,57
6299,20220817,6,6080,45
6300,20220817,7,3074027,60
6301,20220818,1,25701,92
6302,20220818,2,982598,101
6303,20220818,3,1283965,64
6304,20220818,4,181136,58
6305,20220818,5,150643,55
6306,20220818,6,5834,44
6307,20220818,7,3077928,60
6308,20220819,1,24141,86
6309,20220819,2,995590,102
6310,20220819,3,1239929,61
6311,20220819,4,164682,53
6312,20220819,5,141791,52
6313,20220819,6,5132,38
6314,20220819,7,2918737,57
6315,20220820,1,15903,96
6316,20220820,2,952947,99
6317,20220820,3,875371,64
6318,20220820,4,96552,72
6319,20220820,5,97718,64
6320,20220820,6,1699,36
6321,20220820,7,2038622,69
6322,20220821,1,14617,81
6323,20220821,2,918196,100
6324,20220821,3,692309,63
6325,20220821,4,84669,81
6326,20220821,5,81666,79
6327,20220821,6,1272,35
6328,20220821,7,1619422,68
6329,20220822,1,21887,78
6330,20220822,2,884589,91
6331,20220822,3,1144254,57
6332,20220822,4,160918,51
6333,20220822,5,141482,52
6334,20220822,6,5185,39
6335,20220822,7,2622885,51
6336,20220823,1,24448,88
6337,20220823,2,921483,95
6338,20220823,3,1261782,63
6339,20220823,4,173898,56
6340,20220823,5,155953,57
6341,20220823,6,5903,44
6342,20220823,7,2992615,58
6343,20220824,1,25654,92
6344,20220824,2,946975,97
6345,20220824,3,1288092,64
6346,20220824,4,177790,57
6347,20220824,5,151169,55
6348,20220824,6,6036,45
6349,20220824,7,3020710,59
6350,20220825,1,24964,89
6351,20220825,2,981024,101
6352,20220825,3,1310134,65
6353,20220825,4,177178,57
6354,20220825,5,142659,52
6355,20220825,6,6122,46
6356,20220825,7,3090901,60
6357,20220826,1,23417,84
6358,20220826,2,967932,100
6359,20220826,3,1217448,60
6360,20220826,4,171765,55
6361,20220826,5,133306,49
6362,20220826,6,4969,37
6363,20220826,7,2863653,56
6364,20220827,1,15575,94
6365,20220827,2,977708,102
6366,20220827,3,874084,64
6367,20220827,4,103192,77
6368,20220827,5,90006,59
6369,20220827,6,2214,47
6370,20220827,7,2066542,70
6371,20220828,1,14506,81
6372,20220828,2,940460,102
6373,20220828,3,681823,62
6374,20220828,4,86867,83
6375,20220828,5,76296,73
6376,20220828,6,1816,51
6377,20220828,7,1651689,69
6378,20220829,1,22503,81
6379,20220829,2,927114,95
6380,20220829,3,1263000,63
6381,20220829,4,180588,58
6382,20220829,5,140540,52
6383,20220829,6,5705,43
6384,20220829,7,2836374,55
6385,20220830,1,24300,87
6386,20220830,2,934163,96
6387,20220830,3,1326293,66
6388,20220830,4,195986,63
6389,20220830,5,152025,56
6390,20220830,6,6228,47
6391,20220830,7,3091873,60
6392,20220831,1,25541,91
6393,20220831,2,972327,100
6394,20220831,3,1342568,67
6395,20220831,4,197154,63
6396,20220831,5,149499,55
6397,20220831,6,6261,47
6398,20220831,7,3144027,61
6399,20220901,1,25382,85
6400,20220901,2,997846,105
6401,20220901,3,1338287,58
6402,20220901,4,186311,57
6403,20220901,5,140082,49
6404,20220901,6,6189,36
6405,20220901,7,3114667,54
6406,20220902,1,24696,83
6407,20220902,2,1006354,106
6408,20220902,3,1250956,54
6409,20220902,4,185153,57
6410,20220902,5,138009,48
6411,20220902,6,5307,31
6412,20220902,7,2925306,51
6413,20220903,1,15863,93
6414,20220903,2,924383,97
6415,20220903,3,867750,62
6416,20220903,4,116405,98
6417,20220903,5,94997,62
6418,20220903,6,2455,59
6419,20220903,7,2116811,66
6420,20220904,1,15428,90
6421,20220904,2,901892,102
6422,20220904,3,701646,64
6423,20220904,4,97728,98
6424,20220904,5,77386,74
6425,20220904,6,1894,65
6426,20220904,7,1802349,71
6427,20220905,1,9722,57
6428,20220905,2,801463,91
6429,20220905,3,682671,62
6430,20220905,4,93198,94
6431,20220905,5,74585,71
6432,20220905,6,1977,68
6433,20220905,7,1691887,66
6434,20220906,1,24963,84
6435,20220906,2,892569,94
6436,20220906,3,1231759,53
6437,20220906,4,190260,58
6438,20220906,5,164255,57
6439,20220906,6,6016,35
6440,20220906,7,3063503,53
6441,20220907,1,26773,90
6442,20220907,2,939358,99
6443,20220907,3,1412342,61
6444,20220907,4,203983,62
6445,20220907,5,179628,62
6446,20220907,6,6698,39
6447,20220907,7,3444556,60
6448,20220908,1,27121,91
6449,20220908,2,966189,101
6450,20220908,3,1517502,65
6451,20220908,4,199489,61
6452,20220908,5,178788,62
6453,20220908,6,7185,42
6454,20220908,7,3644407,63
6455,20220909,1,25627,86
6456,20220909,2,1009058,106
6457,20220909,3,1492297,64
6458,20220909,4,189930,58
6459,20220909,5,161197,56
6460,20220909,6,6432,38
6461,20220909,7,3481756,60
6462,20220910,1,15345,90
6463,20220910,2,982329,103
6464,20220910,3,914744,65
6465,20220910,4,103789,88
6466,20220910,5,98043,64
6467,20220910,6,1948,47
6468,20220910,7,2356865,73
6469,20220911,1,14467,84
6470,20220911,2,862493,97
6471,20220911,3,659929,60
6472,20220911,4,82638,83
6473,20220911,5,72789,69
6474,20220911,6,1275,44
6475,20220911,7,1737251,68
6476,20220912,1,24947,84
6477,20220912,2,925590,97
6478,20220912,3,1519324,65
6479,20220912,4,187548,57
6480,20220912,5,163430,57
6481,20220912,6,6863,40
6482,20220912,7,3382150,59
6483,20220913,1,26317,89
6484,20220913,2,921108,97
6485,20220913,3,1557686,67
6486,20220913,4,200171,61
6487,20220913,5,180183,62
6488,20220913,6,7552,44
6489,20220913,7,3618354,63
6490,20220914,1,28124,95
6491,20220914,2,954907,100
6492,20220914,3,1590666,68
6493,20220914,4,202713,62
6494,20220914,5,181619,63
6495,20220914,6,7740,45
6496,20220914,7,3741978,65
6497,20220915,1,27391,92
6498,20220915,2,981703,103
6499,20220915,3,1573907,68
6500,20220915,4,197284,60
6501,20220915,5,175672,61
6502,20220915,6,7725,45
6503,20220915,7,3747731,65
6504,20220916,1,26025,88
6505,20220916,2,1015255,107
6506,20220916,3,1501956,65
6507,20220916,4,184424,56
6508,20220916,5,155750,54
6509,20220916,6,6797,40
6510,20220916,7,3502358,61
6511,20220917,1,15828,92
6512,20220917,2,971118,102
6513,20220917,3,916215,65
6514,20220917,4,99403,84
6515,20220917,5,101734,67
6516,20220917,6,2693,65
6517,20220917,7,2350888,73
6518,20220918,1,15588,91
6519,20220918,2,935291,106
6520,20220918,3,712161,65
6521,20220918,4,86329,87
6522,20220918,5,79158,75
6523,20220918,6,1944,66
6524,20220918,7,1844317,72
6525,20220919,1,24491,82
6526,20220919,2,909943,96
6527,20220919,3,1490926,64
6528,20220919,4,187831,57
6529,20220919,5,164392,57
6530,20220919,6,7155,42
6531,20220919,7,3369999,58
6532,20220920,1,26148,88
6533,20220920,2,930442,98
6534,20220920,3,1554448,67
6535,20220920,4,203873,62
6536,20220920,5,188771,65
6537,20220920,6,7962,47
6538,20220920,7,3767024,65
6539,20220921,1,27479,93
6540,20220921,2,946181,99
6541,20220921,3,1543632,66
6542,20220921,4,204572,62
6543,20220921,5,188361,65
6544,20220921,6,8112,47
6545,20220921,7,3878782,67
6546,20220922,1,26136,88
6547,20220922,2,938754,99
6548,20220922,3,1433737,62
6549,20220922,4,190703,58
6550,20220922,5,174952,61
6551,20220922,6,7883,46
6552,20220922,7,3732919,65
6553,20220923,1,25738,87
6554,20220923,2,981726,103
6555,20220923,3,1413234,61
6556,20220923,4,190670,58
6557,20220923,5,168866,59
6558,20220923,6,6902,40
6559,20220923,7,3626482,63
6560,20220924,1,15593,91
6561,20220924,2,944900,99
6562,20220924,3,860948,61
6563,20220924,4,98192,83
6564,20220924,5,115822,76
6565,20220924,6,1975,48
6566,20220924,7,2377091,74
6567,20220925,1,14770,86
6568,20220925,2,861534,97
6569,20220925,3,660871,60
6570,20220925,4,81212,82
6571,20220925,5,87366,83
6572,20220925,6,1582,54
6573,20220925,7,1759832,69
6574,20220926,1,21532,73
6575,20220926,2,868980,91
6576,20220926,3,1206954,52
6577,20220926,4,177235,54
6578,20220926,5,153930,53
6579,20220926,6,5848,34
6580,20220926,7,2812853,49
6581,20220927,1,24344,82
6582,20220927,2,886658,93
6583,20220927,3,1290217,56
6584,20220927,4,192275,59
6585,20220927,5,176941,61
6586,20220927,6,6744,39
6587,20220927,7,3204114,56
6588,20220928,1,27423,92
6589,20220928,2,930967,98
